posFile,stimFile,testFile,cs_plus_s,cs_minus_s,cs_plus_ns,cs_minus_ns,test1,test2,position1,trialtype,position2,comptype,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textStart.started,spaceStart.started,spaceStart.keys,spaceStart.rt,textStartExp.started,textExpImages.started,ImageLearning1.started,ImageLearning2.started,textSpace.started,spaceStartExp.started,spaceStartExp.keys,spaceStartExp.rt,blankScreen.started,blankScreen.stopped,fixcross.started,firstImage.started,fixcrossImage1.started,fixcrossITI.started,secondImage.started,fixcrossImage2.started,key.started,key.keys,correctness,feedbackText.started,fixcrossEnd.started,fixcrossEnd.stopped,fixcross.stopped,key.rt,feedbackText.stopped,textStartTask.started,textTaskImages.started,ImageTask1.started,ImageTask2.started,ImageTask3.started,ImageTask4.started,textTaskSpace.started,spaceStartTask.started,spaceStartTask.keys,spaceStartTask.rt,participant,group,date,expName,psychopyVersion,frameRate,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",test2,"(-0.7, 0.5)",test1,0,0,0,0,0,13,13,4,,,,,,,,,,,,,,,,,,,116.47573600005126,117.47572960000252,117.47572960000252,117.62850900000194,118.1284483000054,118.1284483000054,118.28123440005584,ä,correct,118.61454330000561,120.61447260004934,121.03813360002823,117.47572960000252,0.3260967999813147,120.61447260004934,,,,,,,,,,,19,A,2023-12-11_16h57.56.882,gca_discrimination,2022.2.4,143.7880679109286,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",cs_plus_s,"(-0.7, -0.5)",cs_minus_s,0,0,0,0,,,,,0,0,0,7,,,,,,,,,,,,,142.37058030004846,143.8705370000098,143.8705370000098,144.87047290004557,144.87047290004557,145.00935620005475,145.51629440003308,145.51629440003308,145.6620954000391,ä,correct,,146.23845840001013,146.9467932000407,,0.5689860999118537,,121.03813360002823,121.03813360002823,121.03813360002823,121.03813360002823,121.03813360002823,121.03813360002823,121.03813360002823,121.03813360002823,space,21.321458799997345,19,A,2023-12-11_16h57.56.882,gca_discrimination,2022.2.4,143.7880679109286,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",cs_minus_ns,"(0.7, -0.5)",cs_plus_ns,0,0,0,0,,,,,0,1,1,44,,,,,,,,,,,,,,,146.9467932000407,147.95366490003653,147.95366490003653,148.09953400003724,148.60647930001142,148.60647930001142,148.75227920000907,ä,correct,,149.47445380000863,150.39109129999997,147.95366490003653,0.71066439995775,,,,,,,,,,,,19,A,2023-12-11_16h57.56.882,gca_discrimination,2022.2.4,143.7880679109286,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",cs_plus_s,"(0.7, 0.5)",cs_plus_s,0,0,0,0,,,,,0,2,2,49,,,,,,,,,,,,,,,150.39109129999997,151.3980854000547,151.3980854000547,151.54382110002916,152.05075270001544,152.05075270001544,152.19657720002579,l,correct,,152.57848920003744,153.18960930005414,151.3980854000547,0.37042749993270263,,,,,,,,,,,,19,A,2023-12-11_16h57.56.882,gca_discrimination,2022.2.4,143.7880679109286,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",cs_plus_ns,"(-0.7, 0.5)",cs_minus_ns,0,0,0,0,,,,,0,3,3,27,,,,,,,,,,,,,,,153.18960930005414,154.1965293000103,154.1965293000103,154.3423242000281,154.84922970004845,154.84922970004845,154.99509000004036,ä,correct,,155.39087410003413,155.7519834000268,154.1965293000103,0.38830879994202405,,,,,,,,,,,,19,A,2023-12-11_16h57.56.882,gca_discrimination,2022.2.4,143.7880679109286,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",cs_plus_s,"(-0.7, 0.5)",cs_minus_s,0,0,0,0,,,,,0,4,4,6,,,,,,,,,,,,,,,155.7519834000268,156.75888010003837,156.75888010003837,156.90469950000988,157.4116897000349,157.4116897000349,157.55748960003257,ä,correct,,158.16159360000165,158.98797680001007,156.75888010003837,0.5932848999509588,,,,,,,,,,,,19,A,2023-12-11_16h57.56.882,gca_discrimination,2022.2.4,143.7880679109286,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",cs_plus_ns,"(0.7, 0.5)",cs_minus_ns,0,0,0,0,,,,,0,5,5,35,,,,,,,,,,,,,,,158.98797680001007,159.9949303000467,159.9949303000467,160.14073620003182,160.64764230005676,160.64764230005676,160.79349380003987,ä,correct,,161.265683500038,161.7586637000204,159.9949303000467,0.46176299994112924,,,,,,,,,,,,19,A,2023-12-11_16h57.56.882,gca_discrimination,2022.2.4,143.7880679109286,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",cs_plus_s,"(0.7, -0.5)",cs_minus_s,0,0,0,0,,,,,0,6,6,5,,,,,,,,,,,,,,,161.7586637000204,162.76560180005617,162.76560180005617,162.91143290000036,163.4183848000248,163.4183848000248,163.56416680000257,ä,correct,,163.841950800037,163.96001740003703,162.76560180005617,0.26723829994443804,,,,,,,,,,,,19,A,2023-12-11_16h57.56.882,gca_discrimination,2022.2.4,143.7880679109286,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",cs_minus_s,"(0.7, 0.5)",cs_plus_s,0,0,0,0,,,,,0,7,7,23,,,,,,,,,,,,,,,163.96001740003703,164.96692460001213,164.96692460001213,165.1127853000071,165.6196498000063,165.6196498000063,165.76545260002604,ä,correct,,166.1543874000199,166.3904742000159,164.96692460001213,0.37842879991512746,,,,,,,,,,,,19,A,2023-12-11_16h57.56.882,gca_discrimination,2022.2.4,143.7880679109286,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",cs_minus_s,"(-0.7, 0.5)",cs_plus_s,0,0,0,0,,,,,0,8,8,21,,,,,,,,,,,,,,,166.3904742000159,167.3973824000568,167.3973824000568,167.54318990005413,168.05013760004658,168.05013760004658,168.1959842000506,ä,correct,,168.48760110000148,169.0292995000491,167.3973824000568,0.28276699990965426,,,,,,,,,,,,19,A,2023-12-11_16h57.56.882,gca_discrimination,2022.2.4,143.7880679109286,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",cs_plus_s,"(-0.7, -0.5)",cs_minus_s,0,0,0,0,,,,,0,9,9,10,,,,,,,,,,,,,,,169.0292995000491,170.03614730003756,170.03614730003756,170.1819990000222,170.68888710002648,170.68888710002648,170.83478030003607,ä,correct,,171.09165760001633,171.39725810004165,170.03614730003756,0.24415509996470064,,,,,,,,,,,,19,A,2023-12-11_16h57.56.882,gca_discrimination,2022.2.4,143.7880679109286,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",cs_minus_s,"(0.7, -0.5)",cs_minus_s,0,0,0,0,,,,,0,10,10,65,,,,,,,,,,,,,,,171.39725810004165,172.40413460001582,172.40413460001582,172.5499756000354,173.05688790004933,173.05688790004933,173.2027144000167,l,correct,,173.52212090004468,173.61241880001035,172.40413460001582,0.30967139994027093,,,,,,,,,,,,19,A,2023-12-11_16h57.56.882,gca_discrimination,2022.2.4,143.7880679109286,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",cs_minus_ns,"(-0.7, -0.5)",cs_minus_ns,0,0,0,0,,,,,0,11,11,94,,,,,,,,,,,,,,,173.61241880001035,174.61933549999958,174.61933549999958,174.76511330000358,175.2720800000243,175.2720800000243,175.41787810000824,ä,wrong,,175.85539700003574,175.8692858000286,174.61933549999958,0.4292111999238841,,,,,,,,,,,,19,A,2023-12-11_16h57.56.882,gca_discrimination,2022.2.4,143.7880679109286,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",cs_plus_s,"(-0.7, -0.5)",cs_plus_s,0,0,0,0,,,,,0,12,12,55,,,,,,,,,,,,,,,175.8692858000286,176.87617530004354,176.87617530004354,177.0220013000071,177.52894480002578,177.52894480002578,177.6747885000077,None,no answer,,179.67468910000753,179.90386460005539,176.87617530004354,,,,,,,,,,,,,19,A,2023-12-11_16h57.56.882,gca_discrimination,2022.2.4,143.7880679109286,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",cs_plus_ns,"(0.7, -0.5)",cs_plus_ns,0,0,0,0,,,,,0,13,13,80,,,,,,,,,,,,,,,179.90386460005539,180.91075320000527,180.91075320000527,181.05654410005081,181.56350470002508,181.56350470002508,181.70931930001825,l,correct,,182.16067160002422,182.1884519000305,180.91075320000527,0.4424290999304503,,,,,,,,,,,,19,A,2023-12-11_16h57.56.882,gca_discrimination,2022.2.4,143.7880679109286,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",cs_plus_ns,"(0.7, -0.5)",cs_minus_ns,0,0,0,0,,,,,0,14,14,29,,,,,,,,,,,,,,,182.1884519000305,183.19535950000864,183.19535950000864,183.34120770002482,183.84818260004977,183.84818260004977,183.99396490002982,ä,correct,,184.26477290003095,184.83422530000098,183.19535950000864,0.2612548999604769,,,,,,,,,,,,19,A,2023-12-11_16h57.56.882,gca_discrimination,2022.2.4,143.7880679109286,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",cs_minus_ns,"(0.7, -0.5)",cs_plus_ns,0,0,0,0,,,,,0,15,15,41,,,,,,,,,,,,,,,184.83422530000098,185.84110520000104,185.84110520000104,185.986953500018,186.49388910003472,186.49388910003472,186.63970930001233,ä,correct,,186.9869092000299,187.39661049999995,185.84110520000104,0.33655799995176494,,,,,,,,,,,,19,A,2023-12-11_16h57.56.882,gca_discrimination,2022.2.4,143.7880679109286,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",cs_plus_ns,"(-0.7, 0.5)",cs_minus_ns,0,0,0,0,,,,,0,16,16,33,,,,,,,,,,,,,,,187.39661049999995,188.40356150001753,188.40356150001753,188.54934110003524,189.05630150000798,189.05630150000798,189.20209480001358,ä,correct,,189.57706250000047,189.9103854999994,188.40356150001753,0.36466709995875135,,,,,,,,,,,,19,A,2023-12-11_16h57.56.882,gca_discrimination,2022.2.4,143.7880679109286,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",cs_plus_ns,"(-0.7, -0.5)",cs_minus_ns,0,0,0,0,,,,,0,17,17,31,,,,,,,,,,,,,,,189.9103854999994,190.91730220004683,190.91730220004683,191.06312160001835,191.57008600002155,191.57008600002155,191.71595660003368,ä,correct,,192.04227110004285,192.81303830002435,190.91730220004683,0.3148278999142349,,,,,,,,,,,,19,A,2023-12-11_16h57.56.882,gca_discrimination,2022.2.4,143.7880679109286,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",cs_minus_ns,"(-0.7, 0.5)",cs_plus_ns,0,0,0,0,,,,,0,18,18,42,,,,,,,,,,,,,,,192.81303830002435,193.81993290001992,193.81993290001992,193.9658241000143,194.47270810004557,194.47270810004557,194.6185647000093,ä,correct,,194.9587932000286,195.38242360000731,193.81993290001992,0.3324130999390036,,,,,,,,,,,,19,A,2023-12-11_16h57.56.882,gca_discrimination,2022.2.4,143.7880679109286,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",cs_plus_s,"(-0.7, 0.5)",cs_plus_s,0,0,0,0,,,,,0,19,19,54,,,,,,,,,,,,,,,195.38242360000731,196.38933880004333,196.38933880004333,196.53514780005207,197.042080800049,197.042080800049,197.187902100035,l,correct,,197.51427430001786,198.15316790004726,196.38933880004333,0.3156008999212645,,,,,,,,,,,,19,A,2023-12-11_16h57.56.882,gca_discrimination,2022.2.4,143.7880679109286,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",cs_minus_ns,"(0.7, -0.5)",cs_minus_ns,0,0,0,0,,,,,0,20,20,86,,,,,,,,,,,,,,,198.15316790004726,199.1600442000199,199.1600442000199,199.305920600018,199.8128123000497,199.8128123000497,199.95863010000903,l,correct,,200.29898300004425,200.8752665000502,199.1600442000199,0.32924609998008236,,,,,,,,,,,,19,A,2023-12-11_16h57.56.882,gca_discrimination,2022.2.4,143.7880679109286,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",cs_plus_ns,"(0.7, -0.5)",cs_plus_ns,0,0,0,0,,,,,0,21,21,74,,,,,,,,,,,,,,,200.8752665000502,201.88216760003706,201.88216760003706,202.02800960000604,202.5349048000062,202.5349048000062,202.68073620001087,l,correct,,202.97933800000465,203.81263820000459,201.88216760003706,0.2878081999369897,,,,,,,,,,,,19,A,2023-12-11_16h57.56.882,gca_discrimination,2022.2.4,143.7880679109286,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",cs_plus_s,"(-0.7, 0.5)",cs_minus_s,0,0,0,0,,,,,0,22,22,9,,,,,,,,,,,,,,,203.81263820000459,204.81962650001515,204.81962650001515,204.96537660004105,205.47229980002157,205.47229980002157,205.61813540000003,ä,correct,,205.89589850004995,206.63892070000293,204.81962650001515,0.26891539996722713,,,,,,,,,,,,19,A,2023-12-11_16h57.56.882,gca_discrimination,2022.2.4,143.7880679109286,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",cs_plus_ns,"(0.7, 0.5)",cs_minus_ns,0,0,0,0,,,,,0,23,23,28,,,,,,,,,,,,,,,206.63892070000293,207.64583330001915,207.64583330001915,207.79167190002045,208.29858400003286,208.29858400003286,208.44441650004592,ä,correct,,208.84715880005388,209.37493020005058,207.64583330001915,0.3950735999387689,,,,,,,,,,,,19,A,2023-12-11_16h57.56.882,gca_discrimination,2022.2.4,143.7880679109286,
