posFile,stimFile,testFile,cs_plus_s,cs_minus_s,cs_plus_ns,cs_minus_ns,test1,test2,position1,trialtype,position2,comptype,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textStart.started,spaceStart.started,spaceStart.keys,spaceStart.rt,textStartExp.started,textExpImages.started,ImageLearning1.started,ImageLearning2.started,textSpace.started,spaceStartExp.started,spaceStartExp.keys,spaceStartExp.rt,blankScreen.started,blankScreen.stopped,fixcross.started,firstImage.started,fixcrossImage1.started,fixcrossITI.started,secondImage.started,fixcrossImage2.started,key.started,key.keys,key.rt,correctness,feedbackText.started,feedbackText.stopped,fixcrossEnd.started,fixcrossEnd.stopped,fixcross.stopped,textStartTask.started,textTaskImages.started,ImageTask1.started,ImageTask2.started,ImageTask3.started,ImageTask4.started,textTaskSpace.started,spaceStartTask.started,spaceStartTask.keys,spaceStartTask.rt,participant,group,date,expName,psychopyVersion,frameRate,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",test1,"(0.7, 0.5)",test2,0,0,0,0,0,9,9,0,,,,,,,,,,,,,,,,,,,87.8623254999984,88.86229009999079,88.86229009999079,89.0150738999946,89.51505629999156,89.51505629999156,89.66778489999706,ä,0.7359914000116987,correct,90.4107925999997,92.41075909999199,92.41075909999199,92.69545859999198,88.86229009999079,,,,,,,,,,,11,B,2023-12-08_10h42.24.257,gca_discrimination,2022.2.4,143.79902649372661,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",test2,"(-0.7, 0.5)",test2,0,0,0,0,0,10,10,2,,,,,,,,,,,,,,,,,,,92.69545859999198,93.69543039999553,93.69543039999553,93.84819910000078,94.34816499998851,94.34816499998851,94.50094979999994,l,0.8075126000185264,correct,95.3203680000006,97.32028369999898,97.32028369999898,98.27164110000012,93.69543039999553,,,,,,,,,,,11,B,2023-12-08_10h42.24.257,gca_discrimination,2022.2.4,143.79902649372661,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",test1,"(0.7, 0.5)",test1,0,0,0,0,0,11,11,10,,,,,,,,,,,,,,,,,,,98.27164110000012,99.27158939999936,99.27158939999936,99.42436710000038,99.92437169999175,99.92437169999175,100.07714939999278,ä,0.7584630000055768,wrong,100.84792169999855,102.8478546999977,102.8478546999977,103.41728639999928,99.27158939999936,,,,,,,,,,,11,B,2023-12-08_10h42.24.257,gca_discrimination,2022.2.4,143.79902649372661,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",test2,"(0.7, -0.5)",test1,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,103.41728639999928,104.41723239999556,104.41723239999556,104.56998049998947,105.07000419999531,105.07000419999531,105.22275889999582,ä,0.7569282000185922,correct,105.9866034000006,107.986510799994,107.986510799994,108.11153840000043,104.41723239999556,,,,,,,,,,,11,B,2023-12-08_10h42.24.257,gca_discrimination,2022.2.4,143.79902649372661,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",test1,"(0.7, -0.5)",test1,0,0,0,0,0,13,13,5,,,,,,,,,,,,,,,,,,,108.11153840000043,109.11148110000067,109.11148110000067,109.26424589999078,109.7642429999978,109.7642429999978,109.91702319998876,l,0.8465765000146348,correct,110.77116239999305,112.77108729998872,112.77108729998872,113.03496669999731,109.11148110000067,,,,,,,,,,,11,B,2023-12-08_10h42.24.257,gca_discrimination,2022.2.4,143.79902649372661,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",cs_minus_ns,"(-0.7, -0.5)",cs_minus_ns,0,0,0,0,,,,,0,0,0,94,,,,,,,,,,,,,125.30530279999948,126.95804409999982,126.95804409999982,127.95798779999313,127.95798779999313,128.09688879999158,128.60381619998952,128.60381619998952,128.74961990000156,ä,0.8551780000125291,wrong,,,129.61763359999168,129.63153239998792,,113.03496669999731,113.03496669999731,113.03496669999731,113.03496669999731,113.03496669999731,113.03496669999731,113.03496669999731,113.03496669999731,space,12.256965300010052,11,B,2023-12-08_10h42.24.257,gca_discrimination,2022.2.4,143.79902649372661,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",cs_minus_s,"(-0.7, -0.5)",cs_minus_s,0,0,0,0,,,,,0,1,1,70,,,,,,,,,,,,,,,129.63153239998792,130.638449399994,130.638449399994,130.7842527999892,131.29120110000076,131.29120110000076,131.4370143999986,l,1.3992896000127075,correct,,,132.8466727999912,133.04112759999407,130.638449399994,,,,,,,,,,,11,B,2023-12-08_10h42.24.257,gca_discrimination,2022.2.4,143.79902649372661,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",cs_plus_ns,"(-0.7, 0.5)",cs_plus_ns,0,0,0,0,,,,,0,2,2,78,,,,,,,,,,,,,,,133.04112759999407,134.04800669998804,134.04800669998804,134.1938642999885,134.7008286999917,134.7008286999917,134.84661429999687,l,0.9978935000108322,correct,,,135.85349379999388,135.94379579999077,134.04800669998804,,,,,,,,,,,11,B,2023-12-08_10h42.24.257,gca_discrimination,2022.2.4,143.79902649372661,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",cs_minus_ns,"(-0.7, -0.5)",cs_plus_ns,0,0,0,0,,,,,0,3,3,36,,,,,,,,,,,,,,,135.94379579999077,136.95070399998804,136.95070399998804,137.09650279999187,137.60343819999252,137.60343819999252,137.74925059999805,l,0.7994294000091031,wrong,,,138.56177989998832,139.32561010000063,136.95070399998804,,,,,,,,,,,11,B,2023-12-08_10h42.24.257,gca_discrimination,2022.2.4,143.79902649372661,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",cs_minus_s,"(-0.7, 0.5)",cs_plus_s,0,0,0,0,,,,,0,4,4,18,,,,,,,,,,,,,,,139.32561010000063,140.33251409999502,140.33251409999502,140.47831359998963,140.98527039999317,140.98527039999317,141.13111379998736,ä,0.7127638000092702,correct,,,141.8532961999881,142.79771569999866,140.33251409999502,,,,,,,,,,,11,B,2023-12-08_10h42.24.257,gca_discrimination,2022.2.4,143.79902649372661,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",cs_minus_s,"(0.7, -0.5)",cs_minus_s,0,0,0,0,,,,,0,5,5,65,,,,,,,,,,,,,,,142.79771569999866,143.80460839999432,143.80460839999432,143.95041269999638,144.45737139999983,144.45737139999983,144.60320559999673,l,0.7932166000100551,correct,,,145.40869759999623,145.9156268999941,143.80460839999432,,,,,,,,,,,11,B,2023-12-08_10h42.24.257,gca_discrimination,2022.2.4,143.79902649372661,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",cs_minus_ns,"(0.7, -0.5)",cs_plus_ns,0,0,0,0,,,,,0,6,6,44,,,,,,,,,,,,,,,145.9156268999941,146.92255699999805,146.92255699999805,147.06833090000146,147.57529769999383,147.57529769999383,147.72107410000172,ä,1.235682300015469,correct,,,148.96412579999014,149.71406529999513,146.92255699999805,,,,,,,,,,,11,B,2023-12-08_10h42.24.257,gca_discrimination,2022.2.4,143.79902649372661,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",cs_plus_s,"(0.7, 0.5)",cs_plus_s,0,0,0,0,,,,,0,7,7,49,,,,,,,,,,,,,,,149.71406529999513,150.72097359999316,150.72097359999316,150.8668018999888,151.3737267999968,151.3737267999968,151.51957419999235,ä,1.2601895000116201,wrong,,,152.79036889999406,152.9709123999928,150.72097359999316,,,,,,,,,,,11,B,2023-12-08_10h42.24.257,gca_discrimination,2022.2.4,143.79902649372661,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",cs_minus_s,"(0.7, -0.5)",cs_minus_s,0,0,0,0,,,,,0,8,8,62,,,,,,,,,,,,,,,152.9709123999928,153.9778202999878,153.9778202999878,154.12362649998977,154.6305938000005,154.6305938000005,154.77641690000019,ä,0.970981300008134,wrong,,,155.75550179999846,155.83191879998776,153.9778202999878,,,,,,,,,,,11,B,2023-12-08_10h42.24.257,gca_discrimination,2022.2.4,143.79902649372661,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",cs_plus_s,"(0.7, 0.5)",cs_minus_s,0,0,0,0,,,,,0,9,9,11,,,,,,,,,,,,,,,155.83191879998776,156.83882469999662,156.83882469999662,156.9846178000007,157.4915914999874,157.4915914999874,157.63741109998955,ä,1.686784900011844,correct,,,159.33177689999866,159.6720551999897,156.83882469999662,,,,,,,,,,,11,B,2023-12-08_10h42.24.257,gca_discrimination,2022.2.4,143.79902649372661,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",cs_plus_s,"(-0.7, 0.5)",cs_plus_s,0,0,0,0,,,,,0,10,10,54,,,,,,,,,,,,,,,159.6720551999897,160.6789540999889,160.6789540999889,160.82475709999562,161.3317253999994,161.3317253999994,161.47753619999276,l,0.7184645000088494,correct,,,162.20666329999221,162.859432799989,160.6789540999889,,,,,,,,,,,11,B,2023-12-08_10h42.24.257,gca_discrimination,2022.2.4,143.79902649372661,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",cs_plus_ns,"(-0.7, -0.5)",cs_minus_ns,0,0,0,0,,,,,0,11,11,24,,,,,,,,,,,,,,,162.859432799989,163.8663216999994,163.8663216999994,164.01214999999502,164.51908079998975,164.51908079998975,164.6649611999892,l,0.9072683999984292,wrong,,,165.58151439999347,165.68568119998963,163.8663216999994,,,,,,,,,,,11,B,2023-12-08_10h42.24.257,gca_discrimination,2022.2.4,143.79902649372661,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",cs_minus_ns,"(-0.7, 0.5)",cs_plus_ns,0,0,0,0,,,,,0,12,12,42,,,,,,,,,,,,,,,165.68568119998963,166.69264219999604,166.69264219999604,166.83844199999294,167.34536139998818,167.34536139998818,167.4911834999948,ä,1.0339235000137705,correct,,,168.53279389999807,168.74115549999988,166.69264219999604,,,,,,,,,,,11,B,2023-12-08_10h42.24.257,gca_discrimination,2022.2.4,143.79902649372661,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",cs_plus_s,"(0.7, 0.5)",cs_plus_s,0,0,0,0,,,,,0,13,13,59,,,,,,,,,,,,,,,168.74115549999988,169.748056299999,169.748056299999,169.89384289999725,170.40082729999267,170.40082729999267,170.54664000000048,l,0.4891632000071695,correct,,,171.0466097999888,171.48408329999074,169.748056299999,,,,,,,,,,,11,B,2023-12-08_10h42.24.257,gca_discrimination,2022.2.4,143.79902649372661,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",cs_plus_s,"(0.7, -0.5)",cs_plus_s,0,0,0,0,,,,,0,14,14,53,,,,,,,,,,,,,,,171.48408329999074,172.49096529999224,172.49096529999224,172.6367714999942,173.1437442999886,173.1437442999886,173.289600899996,l,0.7066939000069397,correct,,,174.00477769999998,174.52563199998986,172.49096529999224,,,,,,,,,,,11,B,2023-12-08_10h42.24.257,gca_discrimination,2022.2.4,143.79902649372661,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",cs_plus_ns,"(0.7, 0.5)",cs_plus_ns,0,0,0,0,,,,,0,15,15,73,,,,,,,,,,,,,,,174.52563199998986,175.53253889999178,175.53253889999178,175.67836419999367,176.18530169999576,176.18530169999576,176.33110689999012,l,1.5052596000168705,correct,,,177.8449316999904,178.20605809999688,175.53253889999178,,,,,,,,,,,11,B,2023-12-08_10h42.24.257,gca_discrimination,2022.2.4,143.79902649372661,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",cs_plus_s,"(0.7, -0.5)",cs_plus_s,0,0,0,0,,,,,0,16,16,56,,,,,,,,,,,,,,,178.20605809999688,179.2129630999989,179.2129630999989,179.3587711,179.86572989998967,179.86572989998967,180.01152889999503,l,0.4401448000135133,correct,,,180.4629227999976,181.26841350000177,179.2129630999989,,,,,,,,,,,11,B,2023-12-08_10h42.24.257,gca_discrimination,2022.2.4,143.79902649372661,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",cs_minus_ns,"(-0.7, -0.5)",cs_minus_ns,0,0,0,0,,,,,0,17,17,84,,,,,,,,,,,,,,,181.26841350000177,182.2753187999915,182.2753187999915,182.42114249999577,182.92810219999228,182.92810219999228,183.07391389999248,l,0.4415916000143625,correct,,,183.525278599991,184.38636279999628,182.2753187999915,,,,,,,,,,,11,B,2023-12-08_10h42.24.257,gca_discrimination,2022.2.4,143.79902649372661,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",cs_plus_s,"(-0.7, -0.5)",cs_plus_s,0,0,0,0,,,,,0,18,18,55,,,,,,,,,,,,,,,184.38636279999628,185.3932621999993,185.3932621999993,185.5390924999956,186.04604319999635,186.04604319999635,186.19186539998918,l,0.5800757000106387,correct,,,186.7820750999963,187.48345669999253,185.3932621999993,,,,,,,,,,,11,B,2023-12-08_10h42.24.257,gca_discrimination,2022.2.4,143.79902649372661,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",cs_plus_s,"(-0.7, -0.5)",cs_plus_s,0,0,0,0,,,,,0,19,19,48,,,,,,,,,,,,,,,187.48345669999253,188.49036640000122,188.49036640000122,188.63620559999254,189.14308319998963,189.14308319998963,189.28896219999297,l,0.419119900019723,correct,,,189.71949749998748,189.87918550000177,188.49036640000122,,,,,,,,,,,11,B,2023-12-08_10h42.24.257,gca_discrimination,2022.2.4,143.79902649372661,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",cs_minus_ns,"(-0.7, 0.5)",cs_plus_ns,0,0,0,0,,,,,0,20,20,39,,,,,,,,,,,,,,,189.87918550000177,190.88611379999202,190.88611379999202,191.03192869998747,191.5388602999883,191.5388602999883,191.68469679998816,ä,1.0628082000039285,correct,,,192.76098719998845,193.3443486999895,190.88611379999202,,,,,,,,,,,11,B,2023-12-08_10h42.24.257,gca_discrimination,2022.2.4,143.79902649372661,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",cs_minus_s,"(-0.7, 0.5)",cs_minus_s,0,0,0,0,,,,,0,21,21,66,,,,,,,,,,,,,,,193.3443486999895,194.3512275999965,194.3512275999965,194.4970922999928,195.00398949999362,195.00398949999362,195.14982749999035,ä,1.1421688000118593,wrong,,,196.30254979999154,196.89977249999356,194.3512275999965,,,,,,,,,,,11,B,2023-12-08_10h42.24.257,gca_discrimination,2022.2.4,143.79902649372661,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",cs_minus_s,"(-0.7, 0.5)",cs_minus_s,0,0,0,0,,,,,0,22,22,69,,,,,,,,,,,,,,,196.89977249999356,197.9066434999986,197.9066434999986,198.05250609999348,198.55942539998796,198.55942539998796,198.70527419999416,ä,0.46644420000666287,wrong,,,199.18439299998863,199.66354959999444,197.9066434999986,,,,,,,,,,,11,B,2023-12-08_10h42.24.257,gca_discrimination,2022.2.4,143.79902649372661,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",cs_plus_ns,"(-0.7, 0.5)",cs_minus_ns,0,0,0,0,,,,,0,23,23,27,,,,,,,,,,,,,,,199.66354959999444,200.67045179998968,200.67045179998968,200.8162708000018,201.32319499998994,201.32319499998994,201.46901829999115,l,0.5987606000126107,wrong,,,202.08012210000015,202.93424709999817,200.67045179998968,,,,,,,,,,,11,B,2023-12-08_10h42.24.257,gca_discrimination,2022.2.4,143.79902649372661,
